Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Developer,Rating
Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,80.0,Konami,T
Tom Clancy's HAWX 2,PS3,2010.0,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70.0,Ubisoft,T
X-Men: The Official Game,PS2,2006.0,Action,Activision,0.2,0.16,0.0,0.05,0.41,52.0,"Z-Axis, Ltd.",T
Terraria,PS3,2013.0,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81.0,Engine Software,T
LEGO Dimensions,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,80.0,Traveller's Tales,E10+
Football Manager Handheld 2011,PSP,2010.0,Sports,Sega,0.0,0.27,0.0,0.14,0.41,77.0,Sports Interactive,E
300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,0.41,55.0,Collision Studios,M
Marvel Super Hero Squad,DS,2009.0,Fighting,THQ,0.36,0.02,0.0,0.03,0.41,61.0,THQ,E10+
NHL 15,XOne,2014.0,Sports,Electronic Arts,0.31,0.06,0.0,0.04,0.41,59.0,EA Sports,E10+
Tom Clancy's The Division,PC,2016.0,Shooter,Ubisoft,0.22,0.15,0.0,0.04,0.41,79.0,Massive Entertainment,M
JumpStart: Escape from Adventure Island,Wii,2009.0,Adventure,Knowledge Adventure,0.38,0.0,0.0,0.03,0.41,68.0,Knowledge Adventure Inc.,E
Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.19,0.15,0.0,0.06,0.41,76.0,"Harmonix Music Systems, Demiurge Studios",T
F1 2014,PS3,2014.0,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62.0,Codemasters Birmingham,E
Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.37,0.01,0.0,0.03,0.41,63.0,Rainbow Studios,E
Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.2,0.18,0.0,0.03,0.41,81.0,Treyarch,M
BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,96.0,"Irrational Games, 2K Marin",M
The Terminator: Dawn of Fate,PS2,2002.0,Action,Atari,0.2,0.16,0.0,0.05,0.41,58.0,Paradigm Entertainment,T
Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,73.0,EA Canada,T
Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.15,0.22,0.0,0.04,0.41,84.0,2K Czech,E
James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,THQ,0.15,0.22,0.0,0.05,0.41,53.0,THQ,T
Armored Core 2: Another Age,PS2,2001.0,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75.0,From Software,T
Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41,81.0,Midway,M
NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.32,0.02,0.04,0.03,0.41,69.0,"Sega, Sonic Team",E
Call of Duty: Advanced Warfare,PC,2014.0,Shooter,Activision,0.15,0.23,0.0,0.03,0.41,78.0,Sledgehammer Games,M
"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005.0,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41,50.0,Artificial Mind and Movement,E
Disney's Tarzan Untamed,PS2,2001.0,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41,59.0,Ubisoft,E
WWE All Stars,PS3,2011.0,Fighting,THQ,0.16,0.18,0.0,0.07,0.41,75.0,THQ,T
Green Day: Rock Band,X360,2010.0,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,75.0,"Harmonix Music Systems, Demiurge Studios",T
Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.19,0.18,0.0,0.04,0.41,56.0,Full Fat,E10+
Resistance: Burning Skies,PSV,2012.0,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41,60.0,Nihilistic,M
Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,77.0,Digital Illusions,T
Knockout Kings 2001,PS,2000.0,Fighting,Electronic Arts,0.23,0.15,0.0,0.03,0.41,84.0,EA Sports,T
From Russia With Love,PS2,2005.0,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41,69.0,EA Redwood Shores,T
Fantastic Pets,X360,2011.0,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,66.0,Blitz Games Studios,E
BlazBlue: Continuum Shift,PS3,2010.0,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,87.0,Arc System Works,T
Duke Nukem Forever,PC,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,54.0,"Gearbox Software, 3D Realms",M
Minority Report: Everybody Runs,PS2,2002.0,Action,Activision,0.2,0.15,0.0,0.05,0.41,50.0,Treyarch,T
Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,74.0,Bandai Namco Games,E
NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,62.0,989 Sports,E
Spider-Man: Web of Shadows,X360,2008.0,Action,Activision,0.36,0.02,0.0,0.03,0.4,68.0,Shaba Games,T
Naughty Bear,X360,2010.0,Action,505 Games,0.21,0.15,0.0,0.04,0.4,43.0,Artificial Mind and Movement,T
Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.31,0.08,0.0,0.01,0.4,71.0,Avalanche Software,E
Six Flags Fun Park,Wii,2009.0,Misc,Ubisoft,0.27,0.09,0.0,0.04,0.4,43.0,7 Studios,E10+
Beowulf: The Game,X360,2007.0,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,51.0,Ubisoft Shanghai,M
NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.36,0.02,0.0,0.02,0.4,79.0,EA Canada,E
Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.26,0.03,0.1,0.02,0.4,77.0,Neverland,E
Tales of Zestiria,PS4,2015.0,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72.0,Bandai Namco Games,T
Metal Gear Solid: The Legacy Collection,PS3,2013.0,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93.0,Konami,M
Defender,PS2,2002.0,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4,73.0,7 Studios,T
Gauntlet: Seven Sorrows,PS2,2005.0,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,59.0,Midway,T
Harry Potter: Quidditch World Cup,GC,2003.0,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,68.0,Electronic Arts,E
Overlord,X360,2007.0,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,76.0,Triumph Studios,T
The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,67.0,Traveller's Tales,T
Life is Strange,PS4,2016.0,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85.0,DONTNOD Entertainment,M
Battalion Wars,GC,2005.0,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76.0,Kuju Entertainment,T
Power Rangers: Dino Thunder,GC,2004.0,Action,THQ,0.31,0.08,0.0,0.01,0.4,49.0,Pacific Coast Power & Light,E
The Wonderful 101,WiiU,2013.0,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78.0,PlatinumGames,T
SpongeBob SquigglePants,Wii,2011.0,Misc,THQ,0.35,0.02,0.0,0.03,0.4,59.0,WayForward,E
Asura's Wrath,PS3,2012.0,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71.0,CyberConnect2,T
18 Wheeler: American Pro Trucker,PS2,2001.0,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,61.0,Acclaim Studios Cheltenham,E
Wall-E,PS3,2008.0,Platform,THQ,0.12,0.21,0.0,0.08,0.4,51.0,Heavy Iron Studios,E
Atari Anthology,PS2,2004.0,Misc,Atari,0.33,0.01,0.0,0.05,0.4,66.0,Digital Eclipse,E
FIFA 14,PC,2013.0,Sports,Electronic Arts,0.01,0.36,0.0,0.03,0.4,87.0,EA Canada,E
MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,81.0,989 Sports,E
Ragnarok Odyssey,PSV,2012.0,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4,66.0,Game Arts,T
The Gunstringer,X360,2011.0,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04,0.4,77.0,Twisted Pixel Games,T
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4,73.0,Vicarious Visions,T
MX vs. ATV Unleashed,XB,2005.0,Racing,THQ,0.32,0.07,0.0,0.01,0.4,80.0,Rainbow Studios,E
FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.4,86.0,Electronic Arts,E
Rampage: Total Destruction,GC,2006.0,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,57.0,"Pipeworks Software, Inc.",E10+
The Urbz: Sims in the City,GC,2004.0,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,73.0,Maxis,T
Nicktoons: Freeze Frame Frenzy,GBA,2004.0,Action,THQ,0.29,0.11,0.0,0.01,0.4,53.0,Altron,E
WWE SmackDown! vs. RAW 2006,PSP,2005.0,Fighting,THQ,0.36,0.0,0.0,0.03,0.4,81.0,Yuke's,T
Mafia II,PC,2010.0,Action,Take-Two Interactive,0.17,0.17,0.0,0.05,0.4,77.0,2K Czech,M
NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,76.0,Electronic Arts,E
Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.07,0.4,67.0,Sumo Digital,E10+
Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.35,0.02,0.0,0.03,0.4,61.0,Maxis,E10+
I-Ninja,PS2,2003.0,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4,73.0,Argonaut Games,T
Ghostbusters: The Video Game,DS,2009.0,Action,Atari,0.24,0.12,0.0,0.04,0.4,55.0,Zen Studios,E
Call of Duty: Finest Hour,GC,2004.0,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,74.0,Exakt,T
Naruto: Path of the Ninja,DS,2007.0,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,57.0,TOSE,E10+
Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4,85.0,Konami,T
Suzuki TT Superbikes,PS2,2005.0,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,71.0,Jester Interactive,E
Rumble Roses,PS2,2004.0,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,66.0,Yuke's,M
Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.22,0.0,0.05,0.39,77.0,Crystal Dynamics,T
Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.39,57.0,"Frogwares, Mistic Software",E
Fantastic Four: Rise of the Silver Surfer,PS2,2007.0,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39,36.0,7 Studios,T
Ultimate Spider-Man,XB,2005.0,Action,Activision,0.26,0.11,0.0,0.02,0.39,77.0,Treyarch,T
Juiced 2: Hot Import Nights,PS2,2007.0,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66.0,Juice Games,T
LEGO The Lord of the Rings,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.2,0.16,0.0,0.03,0.39,61.0,TT Games,E10+
No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84.0,Grasshopper Manufacture,M
NASCAR Heat,PS,2000.0,Racing,Hasbro Interactive,0.22,0.15,0.0,0.03,0.39,62.0,Monster Games Inc.,E
Legends of WrestleMania,X360,2009.0,Fighting,THQ,0.2,0.15,0.0,0.04,0.39,71.0,Yuke's,T
Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69.0,Prope,E
Armored Core V,PS3,2012.0,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65.0,From Software,T
Mass Effect 2,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.06,0.39,94.0,BioWare,M
Harry Potter and the Deathly Hallows - Part 1,PS3,2010.0,Action,Electronic Arts,0.13,0.2,0.0,0.07,0.39,38.0,EA Bright Light,T
The House of The Dead III,XB,2002.0,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,72.0,Wow Entertainment,M
Project X Zone,3DS,2012.0,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,70.0,"Monolith Soft, Banpresto",T
NBA Jam,PS3,2010.0,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.39,71.0,EA Canada,E
NBA Jam,X360,2010.0,Sports,Electronic Arts,0.27,0.09,0.0,0.03,0.39,75.0,EA Canada,E
Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,49.0,EA Tiburon,E
Donkey Konga 2,GC,2004.0,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,69.0,Namco,T
Transformers: Fall of Cybertron,PS3,2012.0,Action,Activision,0.19,0.14,0.0,0.06,0.39,77.0,High Moon Studios,T
Alpha Protocol,X360,2010.0,Role-Playing,Sega,0.23,0.12,0.0,0.04,0.39,63.0,Obsidian Entertainment,M
SSX 3,XB,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39,92.0,EA Canada,E
Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44.0,Ubisoft,E10+
Madden NFL 2005,GBA,2004.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,79.0,Exient Entertainment,E
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.21,0.07,0.08,0.03,0.39,66.0,Square Enix,T
Until Dawn: Rush of Blood,PS4,2016.0,Adventure,Sony Computer Entertainment,0.18,0.15,0.0,0.07,0.39,72.0,SuperMassive Games,M
Sonic Lost World,WiiU,2013.0,Platform,Sega,0.23,0.12,0.01,0.03,0.39,63.0,Sonic Team,E10+
Skylanders SWAP Force,PS4,2013.0,Platform,Activision,0.2,0.12,0.0,0.06,0.39,79.0,Vicarious Visions,E10+
Iron Man 2,PS3,2010.0,Action,Sega,0.14,0.18,0.0,0.07,0.39,41.0,Sega Studios San Francisco,T
Star Wars The Clone Wars: Republic Heroes,X360,2009.0,Action,LucasArts,0.18,0.17,0.0,0.04,0.39,43.0,Krome Studios,T
Kengo: Master of Bushido,PS2,2000.0,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,62.0,Light Weight,M
Blood Omen 2,PS2,2002.0,Action,Eidos Interactive,0.19,0.15,0.0,0.05,0.39,67.0,Crystal Dynamics,M
Monopoly Streets,PS3,2010.0,Misc,Electronic Arts,0.16,0.17,0.0,0.06,0.39,64.0,Electronic Arts,E
Condemned 2: Bloodshot,PS3,2008.0,Action,Sega,0.17,0.16,0.0,0.06,0.39,82.0,Monolith Productions,M
Chessmaster,PS2,2003.0,Misc,Ubisoft,0.19,0.15,0.0,0.05,0.39,79.0,Ubisoft Romania,E
The Darkness II,X360,2012.0,Shooter,Take-Two Interactive,0.24,0.11,0.0,0.03,0.39,80.0,Digital Extremes,M
Ice Age 2: The Meltdown,PS2,2006.0,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39,68.0,Eurocom Entertainment Software,E10+
The Sims 2,GBA,2005.0,Simulation,Electronic Arts,0.28,0.1,0.0,0.01,0.39,58.0,Maxis,E10+
Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,82.0,Io Interactive,M
Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,90.0,Intelligent Systems,E
Auto Modellista,PS2,2002.0,Racing,Capcom,0.19,0.15,0.0,0.05,0.39,66.0,Capcom,E
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005.0,Shooter,Ubisoft,0.29,0.08,0.0,0.01,0.39,84.0,Red Storm Entertainment,T
Tiger Woods PGA Tour 08,PS2,2007.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.39,65.0,EA Salt Lake,E
Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.07,0.39,72.0,Ubisoft,E10+
Samurai Warriors Chronicles,3DS,2011.0,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61.0,Omega Force,T
Karaoke Revolution Presents American Idol Encore,PS2,2008.0,Misc,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,76.0,Blitz Games,E
One Piece: Unlimited World Red,3DS,2013.0,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,75.0,Ganbarion,T
EA Sports Active 2,X360,2010.0,Sports,Electronic Arts,0.18,0.16,0.0,0.04,0.39,68.0,EA Canada,E
MotoGP 08,PS3,2008.0,Racing,Capcom,0.07,0.24,0.0,0.08,0.39,65.0,Milestone S.r.l,E
Red Faction: Armageddon,X360,2011.0,Shooter,THQ,0.18,0.16,0.01,0.04,0.39,71.0,Volition Inc.,M
Harry Potter: Quidditch World Cup,GBA,2003.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,53.0,Magic Pockets,E
Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71.0,Obsidian Entertainment,T
Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,82.0,Atlus Co.,M
Farming Simulator 2013,X360,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.04,0.38,33.0,Giants Software,E
ESPN College Hoops 2K5,XB,2004.0,Sports,Sega,0.29,0.08,0.0,0.01,0.38,86.0,Visual Concepts,E
Looney Tunes: Acme Arsenal,PS2,2007.0,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38,38.0,Red Tribe,E10+
Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,0.33,0.02,0.0,0.03,0.38,78.0,Raven Software,T
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Ghostlight,0.28,0.01,0.06,0.03,0.38,78.0,Atlus,T
NFL GameDay 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.38,51.0,Red Zone Entertainment,E
Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.38,72.0,Eighting,T
Turok: Evolution,GC,2002.0,Shooter,Acclaim Entertainment,0.3,0.08,0.0,0.01,0.38,70.0,Acclaim,M
NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,77.0,EA Sports,E
Ice Age,GBA,2002.0,Action,Ubisoft,0.27,0.1,0.0,0.01,0.38,47.0,Artificial Mind and Movement,E
Sega Superstars Tennis,PS2,2008.0,Sports,Sega,0.1,0.0,0.0,0.28,0.38,70.0,Sumo Digital,E10+
Headhunter,PS2,2002.0,Action,Sega,0.19,0.15,0.0,0.05,0.38,74.0,Amuze,M
Viking: Battle for Asgard,PS3,2008.0,Action,Sega,0.14,0.17,0.0,0.07,0.38,65.0,Creative Assembly,M
Rock Band 4,PS4,2015.0,Misc,Harmonix Music Systems,0.26,0.05,0.0,0.07,0.38,78.0,Harmonix Music Systems,T
Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38,54.0,"EA Canada, Nihilistic",T
Brunswick Pro Bowling,Wii,2007.0,Sports,505 Games,0.35,0.01,0.0,0.03,0.38,52.0,Point of View,E
Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,0.38,60.0,Blitz Games,E
FlatOut,PS2,2004.0,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38,70.0,Bugbear,T
Battlefield 1,PC,2016.0,Shooter,Electronic Arts,0.11,0.24,0.0,0.03,0.38,88.0,EA DICE,M
SSX 3,GC,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38,92.0,EA Canada,E
Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78.0,Kojima Productions,M
LocoRoco,PSP,2006.0,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,0.38,83.0,SCE Japan Studio,E
Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38,60.0,Cyberlore Studios,T
Deus Ex: Mankind Divided,PS4,2016.0,Role-Playing,Square Enix,0.11,0.21,0.0,0.06,0.38,84.0,Eidos Montreal,M
Grandia Xtreme,PS2,2002.0,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,68.0,Game Arts,T
Tamagotchi Connection: Corner Shop 3,DS,2007.0,Simulation,Atari,0.06,0.0,0.31,0.01,0.38,57.0,NanaOn-Sha,E
Silent Scope,PS2,2000.0,Shooter,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.38,63.0,KCET,M
The Incredible Hulk,PS2,2008.0,Action,Sega,0.32,0.01,0.0,0.05,0.38,50.0,Edge of Reality,T
Mercenaries 2: World in Flames,PS2,2008.0,Shooter,Electronic Arts,0.21,0.0,0.0,0.17,0.38,49.0,Artificial Mind and Movement,T
Saints Row: The Third,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38,84.0,Volition Inc.,M
Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.17,0.07,0.12,0.02,0.38,83.0,Capcom,T
Hunter: The Reckoning,XB,2002.0,Action,Interplay,0.28,0.08,0.0,0.01,0.38,79.0,High Voltage Software,M
MX vs. ATV Untamed,PS2,2007.0,Racing,THQ,0.32,0.01,0.0,0.05,0.38,53.0,Rainbow Studios,E
Dawn of Discovery,PC,2009.0,Simulation,Ubisoft,0.0,0.32,0.0,0.06,0.38,82.0,"Blue Byte, Related Designs",T
Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,0.15,0.16,0.0,0.07,0.38,73.0,Lightning Fish Games,E
Ice Age: Dawn of the Dinosaurs,DS,2009.0,Action,Activision,0.2,0.15,0.0,0.04,0.38,54.0,Activision,E
Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,55.0,Ambrella,E
Iron Man 2,PSP,2010.0,Action,Sega,0.18,0.12,0.0,0.07,0.38,49.0,High Voltage Software,T
Virtua Tennis 2009,PS3,2009.0,Sports,Sega,0.09,0.22,0.0,0.06,0.38,70.0,Sumo Digital,E
The Dog Island,Wii,2007.0,Adventure,Ubisoft,0.34,0.01,0.0,0.03,0.38,70.0,Yuke's,E
Madagascar: Escape 2 Africa,PS2,2008.0,Action,Activision,0.12,0.0,0.0,0.26,0.38,56.0,Toys for Bob,E
Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,0.21,0.13,0.0,0.04,0.38,70.0,Firebrand Games,E10+
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,61.0,CyberConnect2,T
Tiger Woods PGA Tour 08,PSP,2007.0,Sports,Electronic Arts,0.14,0.15,0.0,0.09,0.38,72.0,EA Salt Lake,E
Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.0,0.33,0.0,0.05,0.38,81.0,Ensemble Studios,T
EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38,78.0,SCEE,E10+
Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38,75.0,Konami,E10+
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73.0,Konami,E
Just Dance 2014,PS3,2013.0,Misc,Ubisoft,0.17,0.14,0.0,0.06,0.38,77.0,Ubisoft,E10+
Wii Sports Club,WiiU,2014.0,Sports,Nintendo,0.17,0.14,0.04,0.03,0.38,68.0,Nintendo,E10+
Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38,67.0,EA Games,E
Skylanders Giants,WiiU,2012.0,Action,Activision,0.22,0.12,0.0,0.03,0.37,80.0,Vicarious Visions,E10+
GRID 2,PS3,2013.0,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82.0,Codemasters,E
Super Dragon Ball Z,PS2,2006.0,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72.0,Crafts & Meister,T
Disney Sing It,PS3,2008.0,Misc,Disney Interactive Studios,0.28,0.06,0.0,0.04,0.37,54.0,Zoe Mode,E
Ultimate Spider-Man,GC,2005.0,Action,Activision,0.29,0.07,0.0,0.01,0.37,76.0,Treyarch,T
NBA Inside Drive 2002,XB,2002.0,Sports,Microsoft Game Studios,0.28,0.08,0.0,0.01,0.37,76.0,High Voltage Software,E
Major League Baseball 2K6,X360,2006.0,Sports,Spike,0.34,0.0,0.0,0.03,0.37,66.0,Kush Games,E
LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,LucasArts,0.14,0.15,0.0,0.08,0.37,63.0,Traveller's Tales,E10+
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.03,0.37,80.0,Visual Concepts,E
Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.21,0.13,0.0,0.03,0.37,66.0,Ubisoft Paris,E10+
"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,0.29,0.07,0.0,0.01,0.37,39.0,Radical Entertainment,E
Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.05,0.37,86.0,Criterion Games,E10+
Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,0.18,0.14,0.0,0.05,0.37,51.0,"Pipeworks Software, Inc.",E10+
High Heat Major League Baseball 2003,PS2,2002.0,Sports,3DO,0.18,0.14,0.0,0.05,0.37,84.0,3DO,E
Trivial Pursuit,X360,2009.0,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37,66.0,EA Bright Light,E
Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55.0,Blueside,M
Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.31,0.01,0.0,0.05,0.37,62.0,Next Level Games,E10+
EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77.0,EA Tiburon,T
Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,Activision,0.13,0.2,0.0,0.04,0.37,70.0,Activision,E10+
Quake 4,X360,2005.0,Shooter,Activision,0.32,0.02,0.0,0.03,0.37,75.0,Raven Software,M
